GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
310M200US39540,39540,"Racine, WI Metro Area",75183,675,50245,833,37299,873,24938,907,5.3,0.5,3.9,0.6,0.8,0.3,10.1,1.2,4.7,0.5,2.7,0.6,1.2,0.4,9.1,1.1,10.4,0.7,5.9,0.7,3.4,0.6,20.0,1.8,10.1,0.7,7.9,0.7,5.7,0.6,14.7,1.5,13.3,0.8,12.7,1.2,10.6,1.0,15.4,1.5,20.6,0.9,21.7,1.1,22.8,1.3,17.8,1.8,13.9,0.7,16.5,1.0,19.6,1.2,6.8,0.9,14.1,0.6,18.8,1.0,23.6,1.3,4.0,0.9,4.2,0.4,5.5,0.5,6.6,0.7,1.2,0.5,3.3,0.3,4.4,0.5,5.7,0.6,0.9,0.3,55584,1058,68728,1588,81032,1628,31709,1039,70695,1317,83080,1774,95747,2268,42473,1499,33.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.2,(X)
310M200US39580,39580,"Raleigh, NC Metro Area",450125,2181,306186,2710,233771,2701,143939,2254,5.0,0.3,3.5,0.3,1.1,0.2,9.3,0.6,3.9,0.2,2.5,0.2,1.1,0.2,7.3,0.5,8.1,0.3,6.1,0.4,3.3,0.3,13.0,0.6,9.3,0.3,7.4,0.4,5.0,0.4,14.1,0.6,13.4,0.4,11.3,0.4,9.7,0.4,17.8,0.8,17.9,0.5,17.2,0.4,17.0,0.5,18.5,0.9,13.1,0.4,14.4,0.5,16.3,0.5,9.2,0.6,16.1,0.5,20.1,0.6,24.4,0.8,7.0,0.5,6.9,0.3,9.1,0.3,11.4,0.5,1.9,0.2,6.3,0.2,8.3,0.3,10.7,0.4,1.8,0.3,63363,733,78057,1299,93855,1456,39676,880,84203,922,98023,1140,113884,1405,51971,1001,23.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.5,(X)
310M200US39660,39660,"Rapid City, SD Metro Area",56022,642,36665,798,28406,738,19357,642,5.6,0.6,3.2,0.6,0.6,0.2,11.4,1.4,5.1,0.6,2.7,0.7,1.2,0.5,10.5,1.4,10.1,0.8,6.4,0.8,4.0,0.7,18.0,1.9,11.0,0.9,9.2,1.1,7.3,1.0,14.9,1.5,16.9,1.2,15.8,1.4,13.7,1.4,20.2,2.1,20.1,1.1,22.2,1.5,24.3,1.8,14.6,1.8,13.9,1.0,17.3,1.3,20.3,1.6,5.4,1.0,10.9,0.8,14.5,1.2,17.8,1.4,3.2,0.8,3.0,0.5,3.8,0.7,4.7,0.8,1.3,0.5,3.4,0.5,4.9,0.7,6.1,0.9,0.5,0.2,51244,1284,63776,1597,73791,1997,31609,1131,66704,1722,79497,2474,91109,3093,39070,1456,24.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.3,(X)
310M200US39740,39740,"Reading, PA Metro Area",153312,873,105998,963,78875,1188,47314,974,6.1,0.4,4.4,0.4,1.1,0.3,11.8,1.0,5.0,0.4,3.0,0.3,1.1,0.3,10.0,1.0,10.3,0.4,7.0,0.4,4.3,0.4,18.8,1.0,9.9,0.5,8.0,0.5,6.4,0.5,14.2,1.0,13.2,0.4,12.7,0.6,11.1,0.6,15.8,1.0,19.8,0.7,20.9,0.8,22.1,0.9,16.2,1.1,13.8,0.5,16.1,0.7,18.6,0.8,7.0,0.7,13.6,0.5,17.3,0.6,21.5,0.8,4.1,0.5,4.7,0.3,6.2,0.5,7.8,0.6,1.2,0.3,3.5,0.3,4.6,0.4,5.9,0.5,1.0,0.3,55936,756,67696,987,79628,1166,31434,831,71198,930,82291,1299,95283,1540,42220,1460,31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X)
310M200US39820,39820,"Redding, CA Metro Area",69375,726,44950,827,33302,818,24425,806,7.4,0.7,4.9,0.8,2.5,0.6,13.7,1.6,7.4,0.7,3.5,0.5,1.8,0.4,15.2,1.7,13.1,0.8,9.9,0.9,6.3,0.9,19.7,1.7,11.6,0.7,10.4,0.9,8.6,1.0,13.9,1.4,15.3,0.8,16.0,1.1,15.9,1.2,13.8,1.4,18.6,0.9,20.9,1.3,22.8,1.4,13.3,1.4,10.2,0.7,12.6,0.8,15.0,1.1,5.1,0.9,10.0,0.7,12.9,0.9,15.8,1.1,3.7,0.7,3.9,0.5,5.5,0.7,7.0,0.9,0.7,0.3,2.5,0.3,3.4,0.5,4.4,0.6,0.7,0.3,44620,1209,55749,1607,65541,2125,25646,1021,59740,1141,70830,1631,81427,1977,36325,1368,27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.6,(X)
310M200US39900,39900,"Reno, NV Metro Area",168112,1097,103726,1278,76114,1283,64386,1268,6.5,0.4,4.0,0.4,1.7,0.3,11.8,1.0,5.0,0.4,2.7,0.4,1.2,0.3,9.4,0.9,11.3,0.6,7.6,0.6,4.8,0.5,18.0,1.3,10.2,0.5,8.7,0.6,7.0,0.6,13.4,1.0,14.1,0.7,13.0,0.8,11.6,0.7,15.5,1.1,18.4,0.6,20.7,0.9,21.0,1.0,14.5,0.9,12.6,0.5,14.8,0.8,16.9,0.9,7.8,0.8,13.1,0.5,16.7,0.6,20.7,0.8,6.5,0.7,4.4,0.3,5.9,0.4,7.2,0.5,1.7,0.3,4.3,0.3,5.9,0.5,7.8,0.7,1.4,0.2,53030,1088,65722,1381,77688,1579,32255,1182,72416,1186,85950,1778,99649,2330,47505,1388,27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X)
310M200US40060,40060,"Richmond, VA Metro Area",468648,2427,304729,2605,216945,2359,163919,2058,6.4,0.3,4.2,0.3,1.1,0.1,11.4,0.6,4.2,0.2,2.4,0.2,0.9,0.1,8.0,0.5,8.4,0.3,5.4,0.3,2.9,0.3,14.2,0.6,9.1,0.3,7.1,0.3,4.6,0.3,13.1,0.6,13.7,0.3,12.0,0.4,9.2,0.3,17.4,0.6,18.6,0.4,18.7,0.5,18.7,0.6,17.8,0.7,13.2,0.3,15.4,0.4,17.6,0.5,8.4,0.5,15.2,0.4,19.6,0.5,24.9,0.7,6.3,0.4,5.7,0.2,7.5,0.3,10.0,0.4,1.8,0.2,5.5,0.2,7.5,0.3,10.1,0.4,1.6,0.2,59919,647,75126,745,92216,1006,37179,636,79636,684,94299,907,112396,1178,49647,954,31.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1313557,3789,979189,4522,691328,4887,334368,3818,6.2,0.2,5.2,0.2,2.1,0.1,12.4,0.4,5.2,0.1,3.6,0.1,2.1,0.1,10.9,0.3,10.6,0.2,8.8,0.2,6.3,0.2,16.8,0.4,10.0,0.2,9.5,0.2,8.0,0.2,11.9,0.4,13.6,0.2,13.4,0.2,12.3,0.3,14.0,0.4,18.5,0.2,19.1,0.3,19.8,0.3,15.7,0.4,12.9,0.2,14.1,0.3,16.2,0.3,8.1,0.3,13.9,0.2,15.7,0.3,19.3,0.3,6.7,0.3,5.3,0.1,6.2,0.2,8.1,0.2,1.9,0.2,3.9,0.1,4.4,0.2,5.9,0.2,1.6,0.1,55092,367,61507,371,74177,559,32838,599,71810,422,77945,524,90570,676,47499,626,34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X)
310M200US40220,40220,"Roanoke, VA Metro Area",128764,1007,83580,1399,61934,1101,45184,1384,6.9,0.5,4.1,0.6,1.4,0.3,12.8,1.1,5.6,0.4,3.1,0.5,1.3,0.4,10.6,1.0,11.4,0.5,7.4,0.6,4.6,0.6,19.8,1.1,11.4,0.6,9.2,0.7,7.1,0.6,15.8,1.1,14.3,0.6,14.2,0.8,13.3,0.9,15.0,1.2,20.1,0.7,22.6,1.0,24.3,1.1,14.4,1.0,12.5,0.7,15.7,1.0,17.9,1.1,5.8,0.8,11.5,0.6,15.0,0.8,18.9,1.0,4.1,0.6,3.5,0.4,4.8,0.5,5.9,0.7,0.9,0.3,2.9,0.3,4.0,0.4,5.3,0.5,0.7,0.2,50340,692,61791,993,72409,1520,29023,874,64984,1342,77590,1859,89581,2334,39393,1364,30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X)
310M200US40340,40340,"Rochester, MN Metro Area",82939,571,55974,609,45479,675,26965,780,4.6,0.5,2.3,0.4,0.6,0.2,10.3,1.2,3.9,0.4,1.5,0.4,0.6,0.2,9.0,1.1,7.8,0.5,4.4,0.5,2.7,0.3,15.6,1.3,9.0,0.4,6.5,0.6,4.8,0.5,15.3,1.2,12.6,0.6,11.2,0.8,9.0,0.8,16.9,1.3,18.9,0.7,19.4,0.8,19.0,1.0,16.6,1.3,15.4,0.7,18.2,0.8,20.0,1.0,8.2,0.8,16.5,0.6,21.3,0.9,25.2,1.0,5.3,0.7,5.9,0.4,8.0,0.5,9.6,0.6,1.4,0.4,5.4,0.3,7.2,0.4,8.5,0.5,1.4,0.4,64897,1061,81036,1220,91568,1142,34840,1483,83701,1180,99814,1653,111116,1840,47009,1842,24.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.1,(X)
310M200US40380,40380,"Rochester, NY Metro Area",430459,1583,268759,1849,193126,2003,161700,1937,7.1,0.3,4.7,0.2,1.2,0.1,12.3,0.6,5.2,0.2,3.0,0.2,1.0,0.1,9.3,0.5,10.8,0.4,7.0,0.3,3.5,0.3,17.5,0.7,10.7,0.3,8.2,0.3,5.9,0.3,15.0,0.6,14.0,0.3,12.6,0.3,11.3,0.4,16.4,0.5,18.1,0.4,19.4,0.5,20.5,0.5,15.5,0.5,12.9,0.3,16.0,0.5,19.0,0.5,7.2,0.3,13.2,0.3,17.9,0.4,22.7,0.5,4.7,0.4,4.5,0.2,6.2,0.3,8.2,0.3,1.2,0.2,3.5,0.1,5.0,0.2,6.6,0.3,1.0,0.2,52483,560,67757,924,82808,770,31919,507,69651,667,84254,890,100087,1112,42888,777,28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X)
310M200US40420,40420,"Rockford, IL Metro Area",132041,1031,88592,996,63791,1046,43449,930,8.1,0.5,6.1,0.5,1.8,0.4,14.1,1.1,5.2,0.4,3.0,0.3,1.5,0.3,9.9,0.9,11.5,0.5,8.4,0.6,5.3,0.6,19.0,1.1,10.3,0.5,8.9,0.7,7.0,0.6,14.3,0.9,14.9,0.5,14.5,0.6,13.3,0.7,15.7,1.1,19.3,0.6,20.7,0.8,22.3,1.0,14.5,1.1,13.4,0.5,15.9,0.7,19.5,0.8,7.1,0.8,10.8,0.5,13.8,0.7,17.9,0.8,3.5,0.5,3.7,0.3,4.9,0.4,6.2,0.6,1.1,0.3,2.9,0.3,3.8,0.4,5.2,0.6,0.9,0.3,49987,723,60048,1338,73394,1563,29666,1028,64326,1000,74511,1401,88094,1764,40271,1415,31.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X)
310M200US40580,40580,"Rocky Mount, NC Metro Area",57737,717,38088,859,24322,769,19649,837,9.6,0.9,6.6,0.9,1.8,0.5,17.0,2.0,8.4,0.8,4.3,0.7,1.7,0.6,16.9,1.9,14.0,1.3,12.2,1.4,5.4,0.8,19.5,2.5,13.8,1.2,12.1,1.2,9.5,1.4,17.8,2.3,14.9,0.9,16.0,1.3,15.5,1.5,11.2,1.7,17.8,1.2,20.3,1.4,25.0,1.8,10.7,1.7,9.8,0.8,12.8,1.1,17.9,1.7,3.7,1.0,7.4,0.7,10.1,1.1,14.6,1.6,1.9,0.6,2.3,0.4,3.1,0.6,4.7,0.9,0.8,0.4,1.9,0.4,2.5,0.5,3.9,0.8,0.6,0.4,39061,1600,48812,1625,65277,1926,22539,1650,53306,1663,62948,2229,80384,3134,32365,2163,29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X)
310M200US40660,40660,"Rome, GA Metro Area",34874,554,23513,595,16782,593,11361,669,10.3,1.2,6.4,1.2,2.8,1.1,19.5,2.6,7.2,0.9,5.0,1.0,3.1,1.2,12.1,2.0,13.6,1.2,10.2,1.3,8.9,1.5,21.4,2.5,11.9,1.3,11.5,1.5,8.5,1.6,13.5,2.3,14.4,1.3,15.3,1.8,13.6,1.8,12.4,2.1,16.9,1.3,19.4,1.6,22.5,2.0,11.2,2.1,10.4,1.2,11.6,1.4,14.6,1.9,6.6,1.6,10.5,1.2,14.3,1.8,18.1,2.4,2.4,1.0,2.8,0.6,3.6,0.8,4.6,1.0,0.5,0.3,2.0,0.6,2.8,0.8,3.3,0.9,0.5,0.4,41549,1582,51379,1862,61937,2791,23255,1694,56222,2129,66029,2761,76229,3319,33644,2028,36.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X)
310M200US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",797135,2840,529877,3139,383857,3282,267258,2771,6.0,0.2,4.5,0.2,1.9,0.2,10.5,0.4,5.4,0.2,3.1,0.2,1.6,0.2,10.5,0.4,9.5,0.2,7.4,0.3,5.1,0.3,14.3,0.5,9.2,0.2,7.9,0.3,6.2,0.2,12.1,0.4,12.4,0.3,11.3,0.3,9.6,0.3,14.4,0.5,17.5,0.3,17.8,0.4,17.6,0.4,16.7,0.5,12.6,0.3,13.8,0.3,15.5,0.4,9.3,0.4,15.2,0.3,18.3,0.4,22.1,0.5,8.1,0.4,6.8,0.2,8.7,0.2,11.1,0.3,2.4,0.2,5.5,0.2,7.2,0.2,9.4,0.3,1.8,0.2,60003,526,71829,706,87009,854,37315,653,79635,534,91468,804,106478,973,52250,799,28.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.0,(X)
310M200US40980,40980,"Saginaw, MI Metro Area",77925,603,49689,767,34732,658,28236,806,9.6,0.6,6.5,0.6,1.4,0.3,17.1,1.4,6.1,0.5,3.8,0.5,1.5,0.3,10.6,1.0,12.6,0.8,9.0,0.8,5.3,0.7,19.1,1.6,12.6,0.7,9.9,0.8,7.8,0.8,17.2,1.5,16.1,0.8,16.3,0.9,16.2,1.2,15.6,1.3,17.9,0.7,21.1,0.8,24.3,1.1,11.8,1.1,11.1,0.6,14.4,0.8,18.1,0.9,4.5,0.8,9.3,0.6,12.7,0.8,17.1,1.1,2.6,0.5,2.5,0.3,3.6,0.4,5.0,0.6,0.6,0.3,2.0,0.3,2.6,0.4,3.4,0.5,0.9,0.4,43042,795,54210,1190,67810,1507,26628,872,56936,1024,67822,1342,81448,1596,35700,1341,34.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.0,(X)
310M200US41060,41060,"St. Cloud, MN Metro Area",72897,521,47374,683,37123,810,25523,714,6.5,0.7,3.6,0.6,1.5,0.4,13.3,1.4,4.4,0.5,1.8,0.4,0.9,0.2,9.8,1.2,10.3,0.6,6.7,0.8,3.6,0.6,18.1,1.5,9.4,0.7,8.2,0.7,6.1,0.6,12.9,1.5,14.4,0.9,12.2,0.9,11.0,0.9,17.7,1.8,20.4,0.9,21.8,1.1,22.5,1.2,16.5,1.8,14.8,0.8,19.1,1.1,21.7,1.3,5.9,0.9,13.3,0.7,17.6,1.0,21.7,1.2,4.0,0.9,3.8,0.4,5.3,0.6,6.5,0.7,1.0,0.4,2.8,0.3,3.8,0.4,4.6,0.5,0.8,0.3,55603,877,69359,1339,80359,1533,31631,1176,68527,1012,81888,1522,92237,1817,40329,1462,31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X)
310M200US41100,41100,"St. George, UT Metro Area",48920,838,37180,889,31025,919,11740,832,5.5,0.8,3.5,0.9,1.9,0.6,12.6,2.4,4.4,0.6,2.4,0.6,1.3,0.5,10.7,2.3,10.6,1.2,7.8,1.1,5.9,0.9,21.2,3.1,11.8,1.1,10.5,1.2,9.9,1.2,16.6,3.2,17.0,1.2,17.0,1.4,16.5,1.7,16.7,3.0,20.9,1.3,24.0,1.6,25.5,1.8,10.2,2.0,13.6,1.2,15.7,1.3,17.1,1.4,6.3,1.8,9.8,1.0,11.8,1.2,13.4,1.5,2.9,1.1,3.4,0.7,3.8,0.8,4.3,1.0,1.7,1.1,3.0,0.6,3.6,0.7,4.2,0.9,1.1,0.9,50774,1694,58145,1683,63097,1718,27117,1763,65227,2023,71944,1994,77766,2173,40882,4483,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X)
310M200US41140,41140,"St. Joseph, MO-KS Metro Area",46849,470,30365,605,22810,540,16484,620,8.4,0.8,5.7,0.9,1.4,0.4,15.0,1.6,6.3,0.6,3.6,0.7,1.4,0.5,11.9,1.3,11.8,0.9,7.8,1.0,5.1,0.9,19.7,1.9,11.6,0.9,9.3,1.0,7.9,1.1,15.9,1.8,14.5,1.1,14.6,1.2,14.0,1.4,14.4,1.9,21.4,1.1,24.0,1.4,26.8,1.7,14.9,1.6,11.7,0.8,15.3,1.1,18.8,1.4,4.3,0.9,10.2,0.9,13.9,1.3,17.2,1.5,2.7,0.7,2.3,0.4,3.3,0.6,4.3,0.7,0.4,0.2,1.9,0.3,2.4,0.5,3.1,0.6,0.7,0.4,47140,1496,59820,1943,68986,1644,26475,1141,57936,1324,68707,1905,79082,2175,35916,2059,28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X)
310M200US41180,41180,"St. Louis, MO-IL Metro Area",1104672,3603,719326,3448,522631,4096,385346,3533,7.0,0.2,4.4,0.2,1.2,0.1,12.9,0.4,4.6,0.1,2.6,0.1,1.0,0.1,8.8,0.3,10.0,0.2,6.5,0.2,3.3,0.2,17.3,0.5,10.0,0.2,7.9,0.2,5.5,0.2,14.4,0.4,13.7,0.2,12.3,0.3,10.5,0.3,16.4,0.4,18.4,0.2,19.4,0.3,19.9,0.4,16.0,0.4,12.8,0.2,15.5,0.3,18.0,0.3,7.1,0.3,13.6,0.2,17.9,0.3,22.8,0.3,4.7,0.2,5.2,0.1,7.2,0.2,9.4,0.2,1.2,0.1,4.7,0.1,6.4,0.2,8.4,0.2,1.3,0.1,55066,407,70718,551,86016,497,32164,309,75099,526,90115,672,106718,769,44505,620,29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.3,(X)
310M200US41420,41420,"Salem, OR Metro Area",142454,1056,98277,1116,72269,1322,44177,1196,7.0,0.5,5.3,0.6,1.7,0.3,12.9,1.1,5.5,0.4,3.5,0.5,1.7,0.4,10.7,1.0,11.1,0.6,8.7,0.7,6.2,0.7,17.8,1.4,11.4,0.6,10.3,0.7,8.8,0.9,14.5,1.2,15.3,0.7,14.4,0.7,13.7,0.8,17.3,1.2,20.1,0.7,21.4,0.9,23.0,1.0,15.6,1.1,12.8,0.5,15.0,0.7,17.9,0.9,6.4,0.7,11.7,0.5,15.0,0.7,18.7,0.9,3.3,0.5,3.1,0.3,4.0,0.4,5.1,0.6,0.7,0.3,2.0,0.2,2.5,0.3,3.2,0.4,0.7,0.3,49583,985,58033,1115,68228,1392,30925,1128,62099,953,70433,1181,81089,1477,39498,1430,27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.2,(X)
310M200US41500,41500,"Salinas, CA Metro Area",125402,1634,90914,1603,64890,1373,34488,1115,4.8,0.5,3.6,0.4,1.6,0.3,10.8,1.2,4.3,0.4,3.5,0.4,1.5,0.4,8.8,1.0,9.2,0.6,9.0,0.6,6.2,0.7,13.3,1.2,9.7,0.6,9.2,0.6,8.0,0.7,10.6,1.0,14.3,0.7,14.3,0.7,12.7,0.8,13.9,1.2,19.0,0.7,18.7,0.8,19.3,0.9,18.0,1.3,12.9,0.6,13.1,0.7,14.9,0.9,10.4,1.1,14.2,0.6,15.6,0.8,18.9,0.9,8.5,1.0,5.9,0.4,6.7,0.5,8.6,0.7,2.9,0.6,5.5,0.4,6.4,0.5,8.5,0.6,2.7,0.5,58783,1121,62441,1214,75865,1101,41197,2256,81128,1497,86603,1660,101414,2177,58391,2930,27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X)
310M200US41540,41540,"Salisbury, MD-DE Metro Area",147330,1575,98206,1301,72345,1244,49124,1183,6.3,0.4,4.2,0.4,1.6,0.3,11.8,0.9,4.4,0.3,2.7,0.4,1.1,0.3,8.7,0.8,11.3,0.5,7.9,0.6,5.4,0.5,18.9,1.0,11.0,0.6,9.6,0.6,8.1,0.6,13.8,1.1,14.0,0.5,14.0,0.6,12.7,0.7,14.7,1.2,19.4,0.7,20.7,0.9,21.6,0.8,16.4,1.3,13.0,0.6,15.4,0.8,17.8,1.0,7.1,0.6,12.7,0.6,15.8,0.8,19.3,1.0,5.0,0.6,4.2,0.3,5.4,0.4,6.8,0.6,1.6,0.4,3.5,0.3,4.2,0.4,5.6,0.5,2.0,0.5,52908,922,63091,1474,74431,1277,32356,869,69419,983,78823,1228,90728,1558,47079,2198,37.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.5,(X)
310M200US41620,41620,"Salt Lake City, UT Metro Area",370523,1324,262544,1999,204942,2018,107979,1535,4.8,0.3,3.2,0.3,1.3,0.1,9.8,0.6,3.6,0.2,2.2,0.2,1.1,0.2,7.6,0.5,8.4,0.4,6.0,0.3,4.0,0.3,15.4,0.9,8.9,0.4,7.6,0.4,6.2,0.4,12.9,0.8,13.3,0.4,11.9,0.4,10.6,0.5,16.7,0.8,20.8,0.5,21.4,0.5,21.6,0.6,18.9,0.8,14.9,0.4,16.6,0.5,18.4,0.5,9.0,0.6,15.2,0.3,18.4,0.4,21.7,0.5,6.0,0.4,5.3,0.2,6.4,0.3,7.7,0.3,2.0,0.3,5.0,0.2,6.2,0.3,7.5,0.3,1.6,0.2,62192,572,71849,798,81216,710,38106,998,80003,741,90302,1038,101142,1200,50602,1081,27.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.5,(X)
310M200US41660,41660,"San Angelo, TX Metro Area",43483,594,27907,682,20340,705,15576,595,6.7,0.8,3.8,0.8,1.3,0.5,13.2,1.9,6.5,0.9,3.4,0.8,1.7,0.7,12.8,1.9,11.6,1.0,8.2,1.0,4.8,1.1,18.9,2.6,12.8,1.3,10.9,1.5,8.5,1.5,15.7,2.4,14.7,1.3,15.3,1.5,14.8,1.7,13.8,2.2,19.4,1.2,21.6,1.5,23.2,1.8,14.3,2.2,12.0,1.3,15.1,1.7,17.5,2.0,6.2,1.7,10.4,1.0,13.9,1.4,17.9,1.8,3.2,1.1,2.5,0.5,3.7,0.8,4.9,1.1,0.1,0.2,3.3,0.6,4.2,0.8,5.5,1.1,1.8,0.8,46887,1557,59830,2858,71141,2020,27902,2248,64805,2848,74615,2678,86299,3145,44951,6548,29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.5,(X)
