GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
310M200US43900,43900,"Spartanburg, SC Metro Area",124300,4461
310M200US44060,44060,"Spokane-Spokane Valley, WA Metro Area",192400,4716
310M200US44100,44100,"Springfield, IL Metro Area",134700,5096
310M200US44140,44140,"Springfield, MA Metro Area",217200,4252
310M200US44180,44180,"Springfield, MO Metro Area",137600,3849
310M200US44220,44220,"Springfield, OH Metro Area",102100,5586
310M200US44300,44300,"State College, PA Metro Area",206600,10524
310M200US44420,44420,"Staunton-Waynesboro, VA Metro Area",186900,10062
310M200US44700,44700,"Stockton-Lodi, CA Metro Area",278400,5774
310M200US44940,44940,"Sumter, SC Metro Area",100900,10035
310M200US45060,45060,"Syracuse, NY Metro Area",131500,2393
310M200US45220,45220,"Tallahassee, FL Metro Area",160100,6261
310M200US45300,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",165600,2045
310M200US45460,45460,"Terre Haute, IN Metro Area",87500,4244
310M200US45500,45500,"Texarkana, TX-AR Metro Area",97900,7487
310M200US45540,45540,"The Villages, FL Metro Area",243500,9527
310M200US45780,45780,"Toledo, OH Metro Area",118700,3019
310M200US45820,45820,"Topeka, KS Metro Area",129200,4909
310M200US45940,45940,"Trenton, NJ Metro Area",283600,9008
310M200US46060,46060,"Tucson, AZ Metro Area",165900,2540
310M200US46140,46140,"Tulsa, OK Metro Area",141800,2509
310M200US46220,46220,"Tuscaloosa, AL Metro Area",156400,5317
310M200US46340,46340,"Tyler, TX Metro Area",145500,8824
310M200US46520,46520,"Urban Honolulu, HI Metro Area",629900,7683
310M200US46540,46540,"Utica-Rome, NY Metro Area",112200,3692
310M200US46660,46660,"Valdosta, GA Metro Area",129800,8140
310M200US46700,46700,"Vallejo-Fairfield, CA Metro Area",344900,6398
310M200US47020,47020,"Victoria, TX Metro Area",131400,10100
310M200US47220,47220,"Vineland-Bridgeton, NJ Metro Area",157300,6000
310M200US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",236900,2384
310M200US47300,47300,"Visalia-Porterville, CA Metro Area",174300,5766
310M200US47380,47380,"Waco, TX Metro Area",119300,5679
310M200US47460,47460,"Walla Walla, WA Metro Area",193200,10773
310M200US47580,47580,"Warner Robins, GA Metro Area",132800,7790
